Date,Bitcoin (USD),Ethereum (USD),Gold (USD per oz),Cardano (ADA),Binance Coin (BNB),Ripple (XRP),Dogecoin (DOGE),Solana (SOL)
2015-02-05,2213.665780518675,371.52551465889326,1230.7752103851274,1.0610728749093332,35.62168378978997,0.6643822023733478,0.12256703077554852,29.040863330416563
2015-02-06,2284.5521400191506,377.59498708827925,1232.8952648621396,1.1142365439725572,35.62709426494115,0.6847319004309567,0.12784724861156332,30.022317436229706
2015-02-07,2138.5851276311732,397.6113053403649,1231.9455426945394,1.2643605377162728,35.48725735823383,0.6818812570548318,0.12369628802808096,32.09046414180146
2015-02-08,2055.76652274133,421.5458506156092,1232.5536460202316,1.3082399786939232,36.06289902462162,0.7142725793944538,0.13192491341609594,32.37868701253359
2015-02-09,2125.4526463282423,438.65134163858704,1233.3047431935338,1.2823768965850588,35.86282956400164,0.7147079272372852,0.13879691019260254,30.31591915067239
2015-02-10,2249.2993043277834,452.9447498666044,1231.892626090167,1.2840211880814432,36.70452563579332,0.7305253510501668,0.1394557605159036,29.251735748333502
2015-02-11,2316.4361324467804,466.7411463504641,1237.0278996675147,1.305600638389072,37.66601228996609,0.7275145111293355,0.15644943104341594,30.049697304497958
2015-02-12,2354.871304207956,471.1799588828563,1234.71331278053,1.3081293908572866,37.52650415549087,0.7562590146026678,0.1646649489326574,29.07490127771619
2015-02-13,2374.7609346490276,479.8793559473201,1232.6171049731556,1.3732822991941331,37.73372988819444,0.7531439893898849,0.16191855139912872,28.709338451319777
2015-02-14,2276.9087356122845,506.5700512055834,1235.7455581245629,1.4041559733448445,38.04204037887565,0.7968122862847383,0.16764942166762897,29.221680401958032
2015-02-15,2254.924314772814,507.14447114766466,1237.672090626156,1.469548592590338,38.78403195911048,0.7868923441455106,0.16997873699922775,27.27231315621157
2015-02-16,2258.8604376768353,533.2922590547632,1236.1201609911943,1.4738264030754564,39.88870364691542,0.7699797857789477,0.1680951765449307,27.392587366886115
2015-02-17,2414.5726602987265,540.0719775098426,1237.8347390213978,1.5601014140615195,39.34595745048113,0.7990108273405294,0.16474563082909965,26.727778809025846
2015-02-18,2498.9344892555728,563.3262986007934,1241.2704399113923,1.571777134847442,39.486867091717784,0.797177954535259,0.17172009750354156,25.728599091125094
2015-02-19,2372.6304737192995,559.258148505818,1241.7099137961984,1.5432176413905425,39.65385874393762,0.8070332082662682,0.17073037018042087,25.426414651907034
2015-02-20,2455.0388706587787,575.1171905174645,1247.4075595963475,1.6720836604426537,39.25352381649434,0.8105883851895538,0.17222098840523561,24.857205726837602
2015-02-21,2466.5306426171474,577.7494891579883,1244.4594359746116,1.6008347730945978,39.31096880684231,0.7943362198464999,0.16961585876410296,25.826685944829904
2015-02-22,2448.8384425865515,573.5968172387463,1246.3470828823297,1.5838978368293515,39.82485327901762,0.8027963465637332,0.16787506907761002,27.52321273151279
2015-02-23,2560.006071470638,585.7821576628559,1249.1801395547716,1.5725464442378319,39.985513827597835,0.8380946644631793,0.16924042307725268,27.658785879901725
2015-02-24,2713.106023720233,605.8768755488156,1251.4628273579822,1.71796175789066,39.51320324329413,0.8681574045292906,0.17318133454087342,27.562660100854888
2015-02-25,2856.234035631853,607.4274611628806,1251.554115904691,1.8283047020979857,41.25024459229908,0.8827932597818091,0.1622395387231162,27.64845509969699
2015-02-26,2822.3122833095895,602.4373015582967,1251.4732329406686,1.9230011092800956,41.68333352490117,0.9150386256425113,0.16432413771894994,27.040267991758526
2015-02-27,2841.391045724468,611.518853914947,1252.861523282843,1.926468176161279,42.03918058995451,0.9038482539486278,0.16259353265602478,26.251526096138846
2015-02-28,2924.517388864824,620.6445006271753,1254.9930322561472,2.0677770763533676,41.790217408420986,0.9073391673705277,0.17160534592327586,25.10597164324551
2015-03-01,3072.07190157706,636.1276969027202,1256.697979128712,2.1061946765454165,42.220570489406626,0.9252552661851319,0.18831910915330308,24.276450684927337
2015-03-02,3074.154477792531,655.6236426163651,1259.2780949102987,2.1750578450605724,42.438463597385876,0.9326469696487897,0.18852271397853448,26.408441692039965
2015-03-03,3105.5885801261493,665.0294908036402,1257.7403549961653,2.204042614115883,41.79420189102818,0.9377105030392585,0.18191157117496853,26.218020656676508
2015-03-04,3044.955082725546,693.5845239515828,1257.784813037918,2.2215692855497204,41.55907417102097,0.9236976283928366,0.18449595602456137,23.776392184912744
2015-03-05,2975.3344203174793,705.8268713969358,1256.4047811736705,2.2289803518534015,42.25653717985794,0.8920708006199825,0.1854688093770953,23.68933524643174
2015-03-06,3106.5870025568993,712.3626063368667,1256.132555621498,2.238498352182443,43.52854600485816,0.9184281291189752,0.19732556262210177,22.598920709670917
2015-03-07,3292.2110054139816,706.2469327458384,1258.6629974051268,2.2889229346163473,44.01212870737969,0.9332925605840198,0.2076585093389795,23.15840564966808
2015-03-08,3335.0099932559483,713.6203375426768,1259.3789652465773,2.3272829245551163,44.86367034652637,0.9613325281482217,0.21398538419196234,23.610051994431075
2015-03-09,3485.3632830451506,720.2564680885654,1265.0926835728767,2.3457093560449325,45.08579269223476,0.9625878093050542,0.21305191378589905,24.16593763212313
2015-03-10,3571.526885549914,739.8595160513801,1265.9794963072563,2.441185555679875,45.34251961189446,0.9583322516085023,0.21844074661680307,24.625211553377945
2015-03-11,3557.0149100894014,754.4843522920486,1266.5988800684156,2.3128479022428383,46.1880091257042,0.968463210941235,0.22176577841214457,24.752501248758197
2015-03-12,3643.154470640243,752.6906610757225,1267.311245907296,2.358342264638898,47.31939777029393,0.9955472039134913,0.22497239442864153,23.79660512721821
2015-03-13,3846.95812728684,764.4132049398328,1266.5356285215762,2.414229199971847,48.26994611702674,1.0009181596137382,0.21918124518580218,24.221951055246787
2015-03-14,3893.3755233758448,781.1285166571233,1266.9199552968212,2.4915773433846056,48.03676457933433,1.026953863300308,0.22649022187807044,25.74087564438248
2015-03-15,4099.839888957245,806.4088302510016,1269.6755313510444,2.5083337713319374,48.303285134176704,1.0168277031884463,0.2290292635196266,28.054548728177686
2015-03-16,3887.865378548271,825.2838699251422,1270.4034726872999,2.5387297747011353,48.742047476414854,1.023598760525049,0.23052505678190371,28.31655740087168
2015-03-17,4020.0556289857936,842.892336468257,1269.316553227533,2.6080271938668713,48.91220849466109,1.0321964776434882,0.22952427430685957,28.686947455587994
2015-03-18,4078.7603358096108,853.4931964144087,1267.9663839865757,2.70258551408088,49.40613726636889,1.0667242765219265,0.2275561918085927,29.687374634676885
2015-03-19,4098.859600763024,867.3763164686432,1267.565980203244,2.7075587148219418,50.11642567220336,1.0808768244822446,0.2311424847149876,31.68061619414899
2015-03-20,4158.035678416574,889.8713654757047,1268.2137070720657,2.74090750397832,50.91783054818093,1.1257983748481286,0.2243966707056972,31.694319583644443
2015-03-21,4009.278786956485,886.5435915009082,1271.1008801430182,2.844836202195758,52.06076562429169,1.108844678849179,0.2303441645039474,32.88697090059478
2015-03-22,4037.3115981727337,893.0491982287386,1268.9199028602854,2.7586348484018153,52.19604507192927,1.1214430569374045,0.227073637318969,32.564151635070395
2015-03-23,4123.0228553239085,895.3235107411763,1268.780250304508,2.744134218411086,51.81402848950961,1.1350310177210134,0.21878023388794254,33.3940006253359
2015-03-24,4320.81225979806,909.1150419284376,1269.568870343378,2.837426017341234,52.29314578651684,1.1574328816727508,0.22988971046757262,34.86460480195427
2015-03-25,4318.985237970695,931.4172636849454,1266.4014588081193,2.912052909021649,53.53505130210924,1.1511656829437729,0.22759927522084472,34.073744195406476
2015-03-26,4288.135877681377,935.4475208177347,1265.2342622421863,2.958175169567984,53.59656337213221,1.1948546097319896,0.22598847941323624,34.04859947338825
2015-03-27,4287.960173322923,921.5444771430404,1264.374485162714,2.955745325912528,54.23998686066407,1.2051138885614248,0.2336611710682766,35.50338257008326
2015-03-28,4429.500385093131,927.4222696927957,1263.282544415013,2.931654400963257,54.88785975690039,1.1933725383027265,0.24493332557085984,36.61954380059805
2015-03-29,4512.3754960590995,946.5570070129697,1264.1663235050564,2.9220936200011383,55.28358078057269,1.203052038494454,0.23926831767784268,38.15548994091291
2015-03-30,4509.399475682396,961.9333060424685,1264.3452042860526,3.019494031042073,55.58704314109455,1.2067888080368518,0.23648747737658932,39.503929587366976
2015-03-31,4610.726218993731,976.2151685205743,1263.7346320808506,3.0080718965843056,55.42532853823385,1.2724535108817985,0.23407408326578633,39.66282605945027
2015-04-01,4670.433973928535,983.4152355018294,1265.090557333956,3.0331430447962884,54.58449750202356,1.3034523828722988,0.24074809157926463,42.36201620784496
2015-04-02,4817.298472981824,980.6249281396316,1269.0367067692484,3.0154576625532012,54.32857214869154,1.3144456099864632,0.2509437522189123,42.998926198598355
2015-04-03,4797.093163594089,995.7778713558763,1272.815219802732,3.0775963640581527,54.43342007413569,1.322207276282479,0.24754248941102192,40.44321724945415
2015-04-04,4814.326948934312,997.4350532555301,1269.4696762586073,3.0706600500408308,55.28213141784704,1.3512284135321084,0.256616216100863,40.66087087707685
2015-04-05,4825.116133621096,1029.2760205893346,1271.1238206262776,3.0857803555331103,55.53056738667135,1.3812056567386728,0.2550710455432195,40.69169962007752
2015-04-06,4728.764638807885,1044.9810926728796,1271.26777404615,3.0216112488809688,55.571054527212276,1.33297465835226,0.25875166005794736,41.9869487874448
2015-04-07,4808.376666514341,1049.1746096473403,1272.0780847318806,2.960942837070722,55.425561806235564,1.3558345214469265,0.2543943915608083,42.03576347224667
2015-04-08,4884.48219373233,1053.060757173454,1271.7815186647954,2.981326496736797,56.053964720490306,1.3663938523264991,0.2557847394928983,43.63473346806581
2015-04-09,4934.993539396577,1062.1313151073182,1272.5166959245698,2.935068638976909,57.03314330370561,1.3501709758907596,0.25722917592253475,44.69283284047252
2015-04-10,4961.534826059062,1069.7362958871008,1273.319510716714,3.060322970943634,57.864861164639336,1.3777752586832432,0.25765338439095836,44.19274237900246
2015-04-11,4869.99775185402,1090.9046336424003,1272.661607202016,2.9772468153380216,58.46793601451857,1.4326990189544087,0.26157823929755686,44.55236904339104
2015-04-12,4877.933219577484,1102.7687953398406,1271.3688721063656,2.9572380504048166,58.0301296413271,1.4538349378909643,0.25854308497329426,44.276835599115635
2015-04-13,4893.6617679248075,1105.4524779507553,1270.9714807411267,2.9780730937681943,58.15429251990521,1.4858435067361015,0.25612446848236003,44.96159424596931
2015-04-14,4863.434041002645,1134.356884802313,1271.9399992700403,2.979816446878405,59.42794463435005,1.5319258885753897,0.26031382920710683,44.68010337873419
2015-04-15,4897.305469836045,1144.8499681175153,1273.6379919534088,2.944609174045209,60.28891988030766,1.5253206455609887,0.26902400586198544,45.25453860924325
2015-04-16,4987.7105555174985,1162.5383648772042,1275.844689908089,2.9167127820704457,59.8201682711903,1.4981692166576503,0.27090993739174585,45.482232858252836
2015-04-17,5226.329145638551,1166.4560998027566,1275.3563098619552,2.8871800781954837,60.09237300959066,1.5213065379238404,0.2754282912590567,45.83000960357301
2015-04-18,5293.786926921735,1180.0872560802018,1276.4239989965608,2.8928439934544805,60.57392222592118,1.5263543071950114,0.2812186913105434,48.38094998337111
2015-04-19,5369.541965994012,1193.1983559916337,1278.8490041804673,3.0104404479303515,60.49284299440807,1.5088708381475806,0.28737121725371084,48.520464756663905
2015-04-20,5412.097374417395,1184.3018630706722,1281.6801939707557,3.034337312758262,59.638240983703646,1.5173074394248647,0.28460359362452764,47.08603166904672
2015-04-21,5270.220252887491,1214.4546141752785,1282.0625282624926,3.113482337227638,59.987653006211865,1.541858386900677,0.28271854247350314,48.601857813781066
2015-04-22,5317.56886534257,1237.361058784504,1282.1206648126133,3.1588311545190453,59.89377387740164,1.5488789536053897,0.28126816950378547,50.10981371558307
2015-04-23,5373.591886336672,1243.389105623044,1283.002913280286,3.234524274418156,59.8018530078593,1.543142400990689,0.2929113385082553,48.630873541786244
2015-04-24,5669.916097585201,1242.3664082184855,1281.2034983344913,3.114526059288477,59.92451282789392,1.5486722597847586,0.2974523032041148,48.42997392057818
2015-04-25,5700.680001107089,1255.842024356521,1281.3162793124202,3.1193031582310655,60.15767487056652,1.5582827304787317,0.3017688818060399,49.365784477424704
2015-04-26,5780.834735340451,1266.709001350665,1283.3054521093666,3.204659929388601,60.453133473518676,1.52969308522621,0.3056000605719586,50.38998773864177
2015-04-27,5827.363558369926,1280.2656908362972,1285.089346368254,3.1960731382511343,60.311138524057675,1.536837586162796,0.3009960935538611,50.88526397518905
2015-04-28,5760.495754607973,1292.181464798238,1285.0488111595262,3.304196796494615,60.501033759240634,1.5199507767198983,0.31268704590774626,51.40308935412233
2015-04-29,5924.778036059475,1307.2438746912974,1285.9842475617006,3.398391304183003,59.92232207403926,1.5431312957603203,0.3170829835616811,50.96450148103914
2015-04-30,6049.971339328153,1331.7169316852155,1284.834946881119,3.39493476837663,60.377841606723294,1.5219104442485847,0.32269878412495584,49.06465276758345
2015-05-01,6179.074534032457,1347.3979637365019,1286.741931177569,3.389776592424312,59.249703900052715,1.5521642883396034,0.3158711776803768,51.61416008576699
2015-05-02,6138.135788552983,1346.9014087474025,1287.0862883052962,3.3590963003065886,59.40495885983591,1.5539809869553245,0.3217693969421844,51.145492808060276
2015-05-03,6328.415219646593,1370.527037274527,1287.034385401904,3.347616588713399,60.164551936674386,1.5531214728198843,0.3219883346915463,51.821998498124756
2015-05-04,6238.2301133673645,1396.9331829094099,1286.8109377297171,3.305987135504953,59.93488159303697,1.5690105647659238,0.31737441981791514,52.16315050246542
2015-05-05,6346.915822747392,1438.4537502545306,1287.1851499959175,3.3474276945266035,60.59309669486567,1.561689875861456,0.31460560148855615,53.56034805473897
2015-05-06,6615.96138532839,1437.2188099221346,1286.7893947060536,3.294625369859282,61.470963050926116,1.5772647909440571,0.3102811304462893,54.175245268221126
2015-05-07,6566.907752815321,1449.6476300536374,1288.6056807780587,3.344812020668793,60.11701307467742,1.5726226154502898,0.30587220947071625,54.82868622131313
2015-05-08,6560.277979855044,1438.8266430217475,1288.3151136820263,3.3962159555138056,60.341331622889555,1.5714879252037943,0.3081749485725373,52.694367973304196
2015-05-09,6620.2431163638075,1454.3581345855396,1292.001041874081,3.3331557352546093,59.203444909075415,1.589595008590377,0.30824113462887903,52.361028900761944
2015-05-10,6619.8955509521875,1458.876131603872,1295.431462881044,3.430646665571026,59.44434068628994,1.5768233939156893,0.31191148143968594,53.60566194736094
2015-05-11,6514.829207845574,1488.1105895521214,1294.148375901335,3.476327130291787,59.740755080799275,1.5615366478804422,0.32229136079502596,54.76033017243287
2015-05-12,6571.685505326177,1490.3644398519355,1294.7877844401933,3.5338120313640307,58.79948308784385,1.576501158028649,0.3236438422268893,54.308677348815664
2015-05-13,6515.4551339535665,1483.4726094722628,1293.986471197521,3.515878771286892,60.061902268883784,1.5859631609788614,0.31441939575709715,53.23064876609454
2015-05-14,6612.814377017085,1488.7599720652377,1293.8331760711437,3.566997727210548,60.504910172701095,1.5993370158750493,0.31520960469935805,53.85722807281747
2015-05-15,6570.871953593704,1479.0050943530664,1298.3380310064333,3.6433173996966515,60.380398456660075,1.6158898006094777,0.32317657688134743,51.45045402402165
2015-05-16,6775.865394095458,1496.5160888981395,1298.2228881722017,3.6583869797464175,61.41308817040933,1.6270373116856174,0.3247468795188633,50.80177977168389
2015-05-17,6747.540064861834,1485.8652584355764,1299.4433402463567,3.7784831027088357,60.815281560088174,1.6491991641649588,0.3343935327873218,53.0619408468392
2015-05-18,6765.333913241267,1496.149834247408,1301.0259828343733,3.8006863344544826,60.500696043329015,1.661147889904532,0.33865824075301093,55.00700817571297
2015-05-19,6896.685634978234,1485.371716048846,1299.5247240894066,3.8777256244771063,59.650968281494066,1.631001811911026,0.331466892081024,55.994257534478116
2015-05-20,6823.599203334838,1492.1687380034798,1298.3145331405883,3.912376064840039,60.85149087976373,1.6060441200177888,0.33401480333321576,56.80159384895937
2015-05-21,6896.3451967952515,1518.6025195615252,1296.402488397772,3.9616521414828827,61.317664065499734,1.6546031036226305,0.3374998098045394,55.351423064434975
2015-05-22,7077.059472223495,1532.2089984758832,1295.1305469299764,3.898085528101144,61.94736496042398,1.6646045409638077,0.34490158881090766,55.11075582778586
2015-05-23,6966.311148767372,1533.574062426234,1289.9304867113422,3.936638215011912,62.39786557738322,1.6936093739981497,0.3559997716689655,55.31558722982008
2015-05-24,7034.774534620603,1543.262027536843,1291.5196515129294,3.919889459949049,62.984749457955516,1.696695295885608,0.362538399267509,55.096173480318896
2015-05-25,7110.762814045445,1553.4421962572876,1296.1280391954415,3.897569544660165,63.32378831490351,1.7055349939977296,0.3667407982544451,55.24593014541103
2015-05-26,7238.945101223177,1568.1684997157217,1296.9236806735146,4.004774703883464,63.759248986257234,1.7064677009123126,0.37212173961233685,57.04515456975732
2015-05-27,7165.250030135368,1564.4999160829134,1294.5911429548335,4.014086191480347,64.1130507043687,1.7657862475415398,0.373281705580089,57.003331508486
2015-05-28,7083.2043688269405,1580.4255888213868,1293.8055901890334,3.9839210999315715,64.10875480158407,1.7808510959888226,0.36796731639605185,57.16239232792923
2015-05-29,7185.39852538863,1563.3816725053591,1293.3878364989835,3.985964518526128,64.38544241897674,1.7801539378786986,0.37017479682716614,58.40192361461298
2015-05-30,7265.096992711949,1567.082826981721,1291.8526669445569,3.9409420070800323,64.82223970560759,1.7571231436100947,0.37400124846446064,57.48244789601018
2015-05-31,7340.146277746536,1572.2000885572054,1294.0730322213471,4.032636230489846,65.17751426538365,1.8065978124648117,0.369982960334901,57.142243317171335
2015-06-01,7424.791098696233,1588.5333568179178,1296.1935523100976,4.01785219328152,64.73862821150698,1.8133322447602456,0.3786160685324007,56.90452072941449
2015-06-02,7406.788626538384,1598.7596653446865,1294.3826487224624,4.064317189978704,64.36613487720278,1.8382168271514776,0.38564312360981284,57.46011287596624
2015-06-03,7480.0139962544845,1594.7040348061237,1296.3328108113574,4.15212252568922,65.20755559416098,1.8653367729576085,0.3807843165333735,57.61515080847257
2015-06-04,7559.3212435843525,1594.8541035479536,1299.886436138512,4.147114891628483,65.35405857121927,1.866080162489001,0.3896134779773229,57.80180989912544
2015-06-05,7537.886101781715,1606.8409036434277,1304.191552548971,4.193716013242122,65.94642124473725,1.8895292179967242,0.3900719061312736,57.63695591202294
2015-06-06,7774.463552896191,1616.0502302247821,1310.421976595143,4.162211710496901,65.70036128987604,1.8874464522616918,0.3881794483056819,57.066125651808186
2015-06-07,7871.84684498737,1620.2589891284247,1309.1179912962566,4.304500188952586,65.26378835155279,1.8776379250209034,0.39557583676941455,58.175268576018766
2015-06-08,7802.716495267105,1625.4506512333048,1315.266432149047,4.371319195683417,65.14199004528692,1.9109272188711477,0.3973205647056143,58.33746445705651
2015-06-09,7918.371856130488,1642.4123312048978,1315.0580193720293,4.381688873745377,65.33070750990122,1.9177634312747036,0.40881649130979864,59.456483437203886
2015-06-10,7870.903689107756,1647.2354054762056,1314.3730884612685,4.363047187200928,65.298137360259,1.9381336879467568,0.4065520510903649,58.84485610672274
2015-06-11,7999.612149482001,1656.3544930359149,1315.5272332110242,4.3773473595589465,66.24510412181186,1.9563521078243922,0.39989376347050165,58.67961394897309
2015-06-12,8165.471707382741,1688.0538589167202,1314.863110542838,4.380348173441371,66.63486577258061,1.979110747025498,0.40049157206467095,58.95843092112633
2015-06-13,8133.40347554757,1683.817032547881,1316.1611988241311,4.497995401141346,67.85933508186153,1.9579800083414656,0.4064376845599733,59.330563884310116
2015-06-14,8279.741088472003,1675.2986052321344,1314.0210444486565,4.456718665030602,68.36153915889724,1.956274197715138,0.4038019696322956,60.584932610242326
2015-06-15,8371.019181165653,1693.1345018801205,1314.0435392445297,4.483458736195111,67.45526374993733,1.9597846945652095,0.3991514677182962,60.65442332064997
2015-06-16,8503.225197165102,1696.3480712671794,1317.114703713253,4.502541832863426,68.28328455316661,1.9531551211071798,0.40229610473180993,61.90116556346084
2015-06-17,8742.904495430497,1703.1656959897532,1317.5005811303906,4.516671317846183,67.82850874193164,1.9717352580675076,0.39697766868097234,62.77610957202054
2015-06-18,8768.36568383021,1705.354132208442,1318.2837727038705,4.531240485099266,68.24377557553731,2.0054731196194258,0.4005111321790394,63.16925696193759
2015-06-19,8742.992067394462,1712.7561308007669,1319.734289913305,4.545436944593241,68.15643354670539,2.0423768127263515,0.4008080169228985,62.717958165441075
2015-06-20,8704.04062443191,1738.7415119217303,1322.5756131719404,4.609090247909847,69.52778906393749,2.0455927174221538,0.4052803493646604,63.9748334309044
2015-06-21,8672.459595935365,1756.7627965079114,1319.7651637475615,4.659539470234468,70.54758802765255,2.061432034671312,0.4003612053450374,63.548495963590746
2015-06-22,8714.749424993955,1775.3850316267813,1321.4342118512363,4.700485050803107,70.47667770680167,2.080344904761114,0.4088520211022569,64.02721558343347
2015-06-23,8798.86462247562,1771.2227610688549,1321.397933572753,4.568785582695844,70.71299887274111,2.1027700266451843,0.4099368486772884,64.47327514049738
2015-06-24,8876.533702408622,1769.7112237033261,1322.2312093633766,4.603775326404002,71.13529790756573,2.0952073251837318,0.41575446201681254,64.7661799978801
2015-06-25,9009.252027312225,1751.3204371084719,1324.8511097029013,4.5409933583954984,71.86700494334653,2.141618930549031,0.422553839323237,64.8768602748948
2015-06-26,9060.552216500015,1753.2266288976443,1322.9627364000776,4.5933093665522895,72.18158089950904,2.17014933423596,0.4187666145614072,64.55478357993312
2015-06-27,9255.905624215746,1772.7936607615009,1321.4374475171915,4.687034234930815,71.9691334498186,2.1992023211098086,0.42517790210944756,63.43784714256304
2015-06-28,9279.43994089195,1787.9631259189846,1318.0665875977638,4.660722279301387,71.91035413021858,2.2332715222478168,0.42005256823372594,65.34165187540339
2015-06-29,9601.456857550913,1795.7479932894632,1317.4682697142362,4.667633243184252,72.20811323203019,2.2539542410931364,0.4152018795199265,65.34992841114614
2015-06-30,9714.023592327414,1805.5249904522827,1320.629134402994,4.657665457931602,73.12534172141252,2.243407972632117,0.42702187569986866,65.72181631602867
2015-07-01,9678.307836685786,1808.6361350265288,1320.887960026047,4.739437046719441,73.63926065168056,2.250628518001015,0.4345811425438518,66.08758893209472
2015-07-02,9621.218586879675,1820.6837238505466,1318.7077102347373,4.764188440983045,73.55255318837305,2.2276074500997765,0.44694946342102054,67.68319326932348
2015-07-03,9719.465828403994,1838.3425066453528,1318.2363527455873,4.8706049100113615,74.17673957722795,2.2459089002937582,0.447098393267981,70.11638749084112
2015-07-04,9747.11954987141,1832.183638771248,1315.7606293386061,4.911292620158731,74.28324715778886,2.2525246271304473,0.4496105365883711,70.7762349104298
